8	5.3629061439235564	0.0007602097942078	29.9150850863359956	0.0092812222846944	0.8794005804771946	0.0000644943585974	0.5946050156467272	0.0001826389561644
16	9.0984156418207345	0.0014073101728090	94.7101204744046612	0.0311078915016287	0.8644648914792540	0.0000706651387959	0.5896691444347357	0.0001787925406054
32	15.4375648192496868	0.0024016946218017	304.1974714702448637	0.1008251488597041	0.8548436190058381	0.0000755986299745	0.5888735724433612	0.0001907594119461
64	26.2669996318198287	0.0043840126633779	990.4412647141964499	0.3095081238612808	0.8489306356335173	0.0000758685980438	0.5893851445234094	0.0001938435357441
128	44.8416547039626820	0.0074661290415190	3258.9285040635545556	1.0077525770956424	0.8454718702669672	0.0000801275157739	0.5895756651084804	0.0001938780494189
256	76.8794095025568254	0.0126406805798432	10824.7175582651470904	3.5933190185596855	0.8436746750765400	0.0000769799224941	0.5902514675905330	0.0001782567672374
512	132.3580098491450769	0.0213692458735062	36192.4779570442551631	11.5222619050560429	0.8430657601186414	0.0000772480510983	0.5907532793169233	0.0001773871868701
1024	228.6815185429051098	0.0361003017601901	121800.1646971968148137	40.1868622691161690	0.8432123639244545	0.0000769786971307	0.5908265720444826	0.0001845349510963
2048	396.3978606613957822	0.0641268878645546	412744.6975735582527705	136.6195596329516206	0.8438382310477315	0.0000793459216535	0.5909510111113107	0.0001879827566151
4096	689.4048558325259819	0.1113662321145450	1402986.9414861998520792	458.2304332331716523	0.8448538528463191	0.0000780802971736	0.5917517466341261	0.0001894862982567
8192	1201.5139729697127677	0.1880043085155870	4788615.2310893572866917	1542.6877270417701311	0.8459883231434226	0.0000773064791469	0.5919130859439272	0.0001817449484992
16384	2099.9262205573004394	0.3454294306299719	16395969.4332346767187119	5065.6588242092639121	0.8475978469132135	0.0000794413844501	0.5920790660621227	0.0001805159676569
32768	3680.5784836806478779	0.6151661108757577	56477571.5047829002141953	18352.1592528739565751	0.8499963156069851	0.0000794958103916	0.5925305756710236	0.0001809051475711
